masdar,screeve,subject,conjugation
ანაზღაურება,Present,3rd plural,ანაზღაურებენ
ანაზღაურება,Aorist,1st singular,ავანაზღაურე
ანაზღაურება,Aorist,2nd singular,აანაზღაურე
ანაზღაურება,Aorist,3rd singular,აანაზღაურა
ანაზღაურება,Aorist,1st plural,ავანაზღაურეთ
ანაზღაურება,Aorist,2nd plural,აანაზღაურეთ
ანაზღაურება,Aorist,3rd plural,აანაზღაურეს
ხსოვნა,Present,1st singular,მეხსომება
ხსოვნა,Present,2nd singular,გეხსომება
ხსოვნა,Present,3rd singular,ეხსომება
ხსოვნა,Present,1st plural,გვეხსომება
ხსოვნა,Present,2nd plural,გეხსომებათ
ხსოვნა,Present,3rd plural,ეხსომებათ
ხსოვნა,Aorist,1st singular,მახსოვდა
ხსოვნა,Aorist,2nd singular,გახსოვდა
ხსოვნა,Aorist,3rd singular,ახსოვდა
ხსოვნა,Aorist,1st plural,გვახსოვდა
ხსოვნა,Aorist,2nd plural,გახსოვდათ
ხსოვნა,Aorist,3rd plural,ახსოვდათ
ამოღება,Present,1st singular,ვიღებ
ამოღება,Present,2nd singular,იღებ
ამოღება,Present,3rd singular,იღებს
ამოღება,Present,1st plural,ვიღებთ
ამოღება,Present,2nd plural,იღებთ
ამოღება,Present,3rd plural,იღებენ
ამოღება,Aorist,1st singular,ამოვიღე
ამოღება,Aorist,2nd singular,ამოიღე
ამოღება,Aorist,3rd singular,ამოიღო
ამოღება,Aorist,1st plural,ამოვიღეთ
ამოღება,Aorist,2nd plural,ამოიღეთ
ამოღება,Aorist,3rd plural,ამოიღეს
დაქირევება,Present,1st singular,ვქირაობ
დაქირევება,Present,2nd singular,ქირაობ
დაქირევება,Present,3rd singular,ქირაობს
დაქირევება,Present,1st plural,ვქირაობთ
დაქირევება,Present,2nd plural,ქირაობთ
დაქირევება,Present,3rd plural,ქირაობენ
დაქირევება,Aorist,1st singular,ვიქირავე
დაქირევება,Aorist,2nd singular,იქირავე
დაქირევება,Aorist,3rd singular,იქირავა
დაქირევება,Aorist,1st plural,ვიქირავეთ
დაქირევება,Aorist,2nd plural,იქირავეთ
დაქირევება,Aorist,3rd plural,იქირავეს
გაქირავება,Present,1st singular,ვაქირავებ
გაქირავება,Present,2nd singular,აქირავებ
გაქირავება,Present,3rd singular,აქირავებს
გაქირავება,Present,1st plural,ვაქირავებთ
გაქირავება,Present,2nd plural,აქირავებთ
გაქირავება,Present,3rd plural,აქირავებენ
გაქირავება,Aorist,1st singular,გავაქირავე
გაქირავება,Aorist,2nd singular,გააქირავე
გაქირავება,Aorist,3rd singular,გააქირავა
გაქირავება,Aorist,1st plural,გავაქირავე
გაქირავება,Aorist,2nd plural,გააქირავეთ
გაქირავება,Aorist,3rd plural,გააქირავეს
გამეორება,Present,1st singular,ვიმეორებ
გამეორება,Present,2nd singular,იმეორებ
გამეორება,Present,3rd singular,იმეორებს
გამეორება,Present,1st plural,ვიმეორებთ
გამეორება,Present,2nd plural,იმეორებთ
გამეორება,Present,3rd plural,იმეორებენ
გამეორება,Aorist,1st singular,გავიმეორე
გამეორება,Aorist,2nd singular,გაიმეორე
გამეორება,Aorist,3rd singular,გაიმეორა
გამეორება,Aorist,1st plural,გავიმეორეთ
გამეორება,Aorist,2nd plural,გაიმეორეთ
გამეორება,Aorist,3rd plural,გაიმეორეს
დხოვნა,Present,1st singular,ვთხოვ
დხოვნა,Present,2nd singular,თხოვ
დხოვნა,Present,3rd singular,თხოვს
დხოვნა,Present,1st plural,ვთხოვთ
დხოვნა,Present,2nd plural,თხოვთ
დხოვნა,Present,3rd plural,თხოვენ
დხოვნა,Aorist,1st singular,ვთხოვე
დხოვნა,Aorist,2nd singular,თხოვე
დხოვნა,Aorist,3rd singular,თხოვა
დხოვნა,Aorist,1st plural,ვთხოვეთ
დხოვნა,Aorist,2nd plural,თხოვეთ
დხოვნა,Aorist,3rd plural,თხოვეს
დაჯავშნა,Present,1st singular,ვჯავშნი
დაჯავშნა,Present,2nd singular,ჯავშნი
დაჯავშნა,Present,3rd singular,ჯავშნის
დაჯავშნა,Present,1st plural,ვჯავშნით
დაჯავშნა,Present,2nd plural,ჯავშნით
დაჯავშნა,Present,3rd plural,ჯავშნიან
დაჯავშნა,Aorist,1st singular,დავჯავშნე
დაჯავშნა,Aorist,2nd singular,დაჯავშნე
დაჯავშნა,Aorist,3rd singular,დაჯავშნა
დაჯავშნა,Aorist,1st plural,დავჯავშნეთ
დაჯავშნა,Aorist,2nd plural,დაჯავშნეთ
დაჯავშნა,Aorist,3rd plural,დაჯავშნეს
დასვენება,Present,1st singular,ვისვენებ
დასვენება,Present,2nd singular,ისვენებ
დასვენება,Present,3rd singular,ისვენებს
დასვენება,Present,1st plural,ვისვენებთ
დასვენება,Present,2nd plural,ისვენებთ
დასვენება,Present,3rd plural,ისვენებენ
დასვენება,Aorist,1st singular,დავისვენე
დასვენება,Aorist,2nd singular,დაისვენე
დასვენება,Aorist,3rd singular,დაისვენა
დასვენება,Aorist,1st plural,დავისვენეთ
დასვენება,Aorist,2nd plural,დაისვენეთ
დასვენება,Aorist,3rd plural,დაისვენეს
დაბრუნება,Present,1st singular,ვბრუნდები
დაბრუნება,Present,2nd singular,ბრუნდები
დაბრუნება,Present,3rd singular,ბრუნდება
დაბრუნება,Present,1st plural,ვბრუნდებით
დაბრუნება,Present,2nd plural,ბრუნდებით
დაბრუნება,Present,3rd plural,ბრუნდებიან
დაბრუნება,Aorist,1st singular,დავბრუნდი
დაბრუნება,Aorist,2nd singular,დაბრუნდი
დაბრუნება,Aorist,3rd singular,დაბრუნდა
დაბრუნება,Aorist,1st plural,დავბრუნდით
დაბრუნება,Aorist,2nd plural,დაბრუნიეთ
დაბრუნება,Aorist,3rd plural,დაბრუნდნენ
გამდიდრება,Present,1st singular,ვმდიდრდები
გამდიდრება,Present,2nd singular,მდიდრდები
გამდიდრება,Present,3rd singular,მდიდრდება
გამდიდრება,Present,1st plural,ვმდიდრდებით
გამდიდრება,Present,2nd plural,მდიდრდებით
გამდიდრება,Present,3rd plural,მდიდრდებიან
გამდიდრება,Aorist,1st singular,გავმდიდრდი
გამდიდრება,Aorist,2nd singular,გამდიდრდი
გამდიდრება,Aorist,3rd singular,გამდიდრდა
გამდიდრება,Aorist,1st plural,გავმდიდრდით
გამდიდრება,Aorist,2nd plural,გამდიდრდით
გამდიდრება,Aorist,3rd plural,დამდიდრდნენ
სირბილი,Present,1st singular,დავრბივარ
სირბილი,Present,2nd singular,დარბიხარ
სირბილი,Present,3rd singular,დარბის
სირბილი,Present,1st plural,დავრბივართ
სირბილი,Present,2nd plural,დარბიხართ
სირბილი,Present,3rd plural,დარბიან
სირბილი,Aorist,1st singular,ვირბინე
სირბილი,Aorist,2nd singular,ირბინე
სირბილი,Aorist,3rd singular,ირბინა
სირბილი,Aorist,1st plural,ვირბინეთ
სირბილი,Aorist,2nd plural,ირბინეთ
სირბილი,Aorist,3rd plural,ირბინეს
დაკმაყოფილება,Present,1st singular,"&!)+!7-4(*%"""
დაკმაყოფილება,Present,2nd singular,"!)+!7-4(*%"""
დაკმაყოფილება,Present,3rd singular,"!)+!7-4(*%""1"
დაკმაყოფილება,Present,1st plural,"&!)+!7-4(*%""'"
დაკმაყოფილება,Present,2nd plural,"!)+!7-4(*%""'"
დაკმაყოფილება,Present,3rd plural,"!)+!7-4(*%""%,"
გადარჩენა,Present,1st singular,ვარჩენ
გადარჩენა,Present,2nd singular,არჩენ
გადარჩენა,Present,3rd singular,არჩენს
გადარჩენა,Present,1st plural,ვარჩენთ
გადარჩენა,Present,2nd plural,არჩენთ
გადარჩენა,Present,3rd plural,არჩენენ
მოხერხვა,Present,1st singular,ვხერხავ
მოხერხვა,Present,2nd singular,ხერხავ
მოხერხვა,Present,3rd singular,ხერხავს
მოხერხვა,Present,1st plural,ვხერხავთ
მოხერხვა,Present,2nd plural,ხერხავთ
მოხერხვა,Present,3rd plural,ხერხავენ
მოხერხვა,Aorist,1st singular,მოვახერხე
მოხერხვა,Aorist,2nd singular,მოახერხე
მოხერხვა,Aorist,3rd singular,მოახერხა
მოხერხვა,Aorist,1st plural,მოვახერხეთ
მოხერხვა,Aorist,2nd plural,მოახერხეთ
მოხერხვა,Aorist,3rd plural,მოახერხეს
დქმა,Present,1st singular,ვამბობ
დქმა,Present,2nd singular,ამბობ
დქმა,Present,3rd singular,ამბობს
დქმა,Present,1st plural,ვამბობთ
დქმა,Present,2nd plural,ამბობთ
დქმა,Present,3rd plural,ამბობენ
დქმა,Aorist,1st singular,ვთქვი
დქმა,Aorist,2nd singular,თქვი
დქმა,Aorist,3rd singular,თქვა
დქმა,Aorist,1st plural,ვთქვით
დქმა,Aorist,2nd plural,თქვით
დქმა,Aorist,3rd plural,თქვეს
დქმა,Future,1st singular,ვიტყვი
დქმა,Future,2nd singular,იტყვი
დქმა,Future,3rd singular,იტყვის
დქმა,Future,1st plural,ვიტყვით
დქმა,Future,2nd plural,იტყვით
დქმა,Future,3rd plural,იტყვიან
გახეხვა,Present,1st singular,ვიხეხავ
გახეხვა,Present,2nd singular,იხეხავ
გახეხვა,Present,3rd singular,იხეხავს
გახეხვა,Present,1st plural,ვიხეხავთ
გახეხვა,Present,2nd plural,იხეხავთ
გახეხვა,Present,3rd plural,იხეხავენ
ნახვა,Present,1st singular,ვხედავ
ნახვა,Present,2nd singular,ხედავ
ნახვა,Present,3rd singular,ხედავს
ნახვა,Present,1st plural,ვხედავთ
ნახვა,Present,2nd plural,ხედავთ
ნახვა,Present,3rd plural,ხედავენ
ნახვა,Aorist,1st singular,ვნახე
ნახვა,Aorist,2nd singular,ნახე
ნახვა,Aorist,3rd singular,ნახა
ნახვა,Aorist,1st plural,ვნახეთ
ნახვა,Aorist,2nd plural,ნახეთ
ნახვა,Aorist,3rd plural,ნახეს
ნახვა,Future,1st singular,ვნახავ
ნახვა,Future,2nd singular,ნახავ
ნახვა,Future,3rd singular,ნახავს
ნახვა,Future,1st plural,ვნახავთ
ნახვა,Future,2nd plural,ნახავთ
ნახვა,Future,3rd plural,ნახავენ
გონება,Present,1st singular,მგონია
გონება,Present,2nd singular,გგონია
გონება,Present,3rd singular,ჰგონია
გონება,Present,1st plural,გვგონია
გონება,Present,2nd plural,გგონიათ
გონება,Present,3rd plural,ჰგონიათ
გონება,Aorist,1st singular,მეგონა
გონება,Aorist,2nd singular,გეგონა
გონება,Aorist,3rd singular,ეგონა
გონება,Aorist,1st plural,გვეგონა
გონება,Aorist,2nd plural,გეგონათ
გონება,Aorist,3rd plural,ეგონათ
გონება,Future,1st singular,მეგონება
გონება,Future,2nd singular,გეგონება
გონება,Future,3rd singular,ეგონება
გონება,Future,1st plural,გვეგონება
გონება,Future,2nd plural,გეგონებათ
გონება,Future,3rd plural,ეგონებათ
გაყიდვა,Present,1st singular,ვყიდი
გაყიდვა,Present,2nd singular,ყიდი
გაყიდვა,Present,3rd singular,ყიდის
გაყიდვა,Present,1st plural,ვყიდით
გაყიდვა,Present,2nd plural,ყიდით
გაყიდვა,Present,3rd plural,ყიდიან
გაგზავნა,Present,1st singular,ვგზავნი
გაგზავნა,Present,2nd singular,გზავნი
გაგზავნა,Present,3rd singular,გზავნის
გაგზავნა,Present,1st plural,ვგზავნით
გაგზავნა,Present,2nd plural,გზავნით
გაგზავნა,Present,3rd plural,გზავნიან
დაყოფა,Present,1st singular,ვყოფ
დაყოფა,Present,2nd singular,ყოფ
დაყოფა,Present,3rd singular,ყოფს
დაყოფა,Present,1st plural,ვყოფთ
დაყოფა,Present,2nd plural,ყოფთ
დაყოფა,Present,3rd plural,ყოფენ
მომსახურება,Present,1st singular,ვემსახურები
მომსახურება,Present,2nd singular,ემსახურები
მომსახურება,Present,3rd singular,ემსახურება
მომსახურება,Present,1st plural,ვემსახურებით
მომსახურება,Present,2nd plural,ემსახურებით
მომსახურება,Present,3rd plural,ემსახურებიან
მომსახურება,Aorist,1st singular,მოვემსახურე
მომსახურება,Aorist,2nd singular,მოემსახურე
მომსახურება,Aorist,3rd singular,მოემსახურა
მომსახურება,Aorist,1st plural,მოვემსახურეთ
მომსახურება,Aorist,2nd plural,მოემსახურეთ
მომსახურება,Aorist,3rd plural,მოემსახურნენ
გაწყობა,Present,1st singular,ვაწყობ
გაწყობა,Present,2nd singular,აწყობ
გაწყობა,Present,3rd singular,აწყობს
გაწყობა,Present,1st plural,ვაწყობთ
გაწყობა,Present,2nd plural,აწყობთ
გაწყობა,Present,3rd plural,აწყობენ
დავის გაქნევა,Present,1st singular,თავს
დავის გაქნევა,Present,2nd singular,თავს
დავის გაქნევა,Present,3rd singular,თავს
დავის გაქნევა,Present,1st plural,თავს
დავის გაქნევა,Present,2nd plural,თავს
დავის გაქნევა,Present,3rd plural,თავს
გაზიარება,Present,1st singular,ვიზიარებ
გაზიარება,Present,2nd singular,იზიარებ
გაზიარება,Present,3rd singular,იზიარებს
გაზიარება,Present,1st plural,ვიზიარებთ
გაზიარება,Present,2nd plural,იზიარებთ
გაზიარება,Present,3rd plural,იზიარებენ
გაპარსვა,Present,1st singular,ვიპარსავ
გაპარსვა,Present,2nd singular,იპარსავ
გაპარსვა,Present,3rd singular,იპარსავს
გაპარსვა,Present,1st plural,ვიპარსავთ
გაპარსვა,Present,2nd plural,იპარსავთ
გაპარსვა,Present,3rd plural,იპარსავენ
სროლა,Present,1st singular,ვისვრი
სროლა,Present,2nd singular,ისვრი
სროლა,Present,3rd singular,ისვრა
სროლა,Present,1st plural,ვისვრით
სროლა,Present,2nd plural,ისვრით
სროლა,Present,3rd plural,ისვრიან
სროლა,Aorist,1st singular,ვისროლე
სროლა,Aorist,2nd singular,ისროლე
სროლა,Aorist,3rd singular,ისროლა
სროლა,Aorist,1st plural,ვისროლეთ
სროლა,Aorist,2nd plural,ისროლეთ
სროლა,Aorist,3rd plural,ისროლეს
სროლა,Present,1st singular,ვესვრი
სროლა,Present,2nd singular,ესვრი
სროლა,Present,3rd singular,ესვრის
სროლა,Present,1st plural,ვესვრით
სროლა,Present,2nd plural,ესვრით
სროლა,Present,3rd plural,ესვრიან
სროლა,Aorist,1st singular,ვესროლე
სროლა,Aorist,2nd singular,ესროლე
სროლა,Aorist,3rd singular,ესროლა
სროლა,Aorist,1st plural,ვესროლეთ
სროლა,Aorist,2nd plural,ესროლეთ
სროლა,Aorist,3rd plural,ესროლეს
შემოკლება,Present,1st singular,"&(+-)*%"""
შემოკლება,Present,2nd singular,"(+-)*%"""
შემოკლება,Present,3rd singular,"(+-)*%""1"
შემოკლება,Present,1st plural,"&(+-)*%""'"
შემოკლება,Present,2nd plural,"(+-)*%""'"
შემოკლება,Present,3rd plural,"(+-)*%""%,"
ყვირილი,Present,1st singular,ვყვირი
ყვირილი,Present,2nd singular,ყვირი
ყვირილი,Present,3rd singular,ყვირის
ყვირილი,Present,1st plural,ვყვირით
ყვირილი,Present,2nd plural,ყვირით
ყვირილი,Present,3rd plural,ყვირიან
ყვირილი,Aorist,1st singular,ვიყირე
ყვირილი,Aorist,2nd singular,იყვირე
ყვირილი,Aorist,3rd singular,იყვირა
ყვირილი,Aorist,1st plural,ვიყვირეთ
ყვირილი,Aorist,2nd plural,იყვირეთ
ყვირილი,Aorist,3rd plural,იყვირეს
ყვირილი,Future,1st singular,ვიყვირებ
ყვირილი,Future,2nd singular,იყვირებ
ყვირილი,Future,3rd singular,იყვირებს
ყვირილი,Future,1st plural,ვიყვირებთ
ყვირილი,Future,2nd plural,იყვირებთ
ყვირილი,Future,3rd plural,იყვირებენ
ჩვენება,Present,1st singular,ვაჩვენებ
ჩვენება,Present,2nd singular,აჩვენებ
ჩვენება,Present,3rd singular,აჩვენებს
ჩვენება,Present,1st plural,ვაჩვენებთ
ჩვენება,Present,2nd plural,აჩვენებთ
ჩვენება,Present,3rd plural,აჩვენებენ
მოწერა,Present,1st singular,ვაწერ
მოწერა,Present,2nd singular,აწერ
მოწერა,Present,3rd singular,აწერს
მოწერა,Present,1st plural,ვაწერთ
მოწერა,Present,2nd plural,აწერთ
მოწერა,Present,3rd plural,აწერენ
სიმღერა,Present,1st singular,ვმღერი
სიმღერა,Present,2nd singular,მღერი
სიმღერა,Present,3rd singular,მღერის
სიმღერა,Present,1st plural,ვმღერით
სიმღერა,Present,2nd plural,მღერით
სიმღერა,Present,3rd plural,მღერიან
სიმღერა,Aorist,1st singular,ვიმღერე
სიმღერა,Aorist,2nd singular,იმღერე
სიმღერა,Aorist,3rd singular,იმღერა
სიმღერა,Aorist,1st plural,ვიმღერეთ
სიმღერა,Aorist,2nd plural,იმღერეთ
სიმღერა,Aorist,3rd plural,იმღერეს
დაჯდომა,Present,1st singular,ვჯდები
დაჯდომა,Present,2nd singular,ჯდები
დაჯდომა,Present,3rd singular,ჯდება
დაჯდომა,Present,1st plural,ვჯდებით
დაჯდომა,Present,2nd plural,ჯდებით
დაჯდომა,Present,3rd plural,ჯდებიან
ძილი,Present,1st singular,მძინავს
ძილი,Present,2nd singular,გძინავს
ძილი,Present,3rd singular,სძინავს
ძილი,Present,1st plural,გვძინავს
ძილი,Present,2nd plural,გძინავთ
ძილი,Present,3rd plural,სძინავთ
დაძინება,Present,1st singular,ვიძინებ
დაძინება,Present,2nd singular,იძინებ
დაძინება,Present,3rd singular,იძინებს
დაძინება,Present,1st plural,ვიძინებთ
დაძინება,Present,2nd plural,იძინებთ
დაძინება,Present,3rd plural,იძინებენ
გაღიმება,Present,1st singular,გავიღიმებ
გაღიმება,Present,2nd singular,გაიღიმებ
გაღიმება,Present,3rd singular,გაიღიმებს
გაღიმება,Present,1st plural,გავიღიმებთ
გაღიმება,Present,2nd plural,გაიღიმებთ
გაღიმება,Present,3rd plural,გაიღიმებენ
გაღიმება,Aorist,1st singular,გავიღიმე
გაღიმება,Aorist,2nd singular,გაიღიმე
გაღიმება,Aorist,3rd singular,გაიღიმა
გაღიმება,Aorist,1st plural,გავიღიმეთ
გაღიმება,Aorist,2nd plural,გაიღიმეთ
გაღიმება,Aorist,3rd plural,გაიღიმეს
მოწევა,Present,1st singular,ვეწევი
მოწევა,Present,2nd singular,ეწევი
მოწევა,Present,3rd singular,ეწევა
მოწევა,Present,1st plural,ვეწევით
მოწევა,Present,2nd plural,ეწევით
მოწევა,Present,3rd plural,ეწევიან
მოწევა,Aorist,1st singular,მოვწიე
მოწევა,Aorist,2nd singular,მოწიე
მოწევა,Aorist,3rd singular,მოწია
მოწევა,Aorist,1st plural,მოვწიეთ
მოწევა,Aorist,2nd plural,მოწიეთ
მოწევა,Aorist,3rd plural,მოწიეს
დაცემინება,Present,1st singular,ვაცემინებ
დაცემინება,Present,2nd singular,აცემინებ
დაცემინება,Present,3rd singular,აცემინებს
დაცემინება,Present,1st plural,ვაცემინებთ
დაცემინება,Present,2nd plural,აცემინებთ
დაცემინება,Present,3rd plural,აცემინებენ
დაცემინება,Aorist,1st singular,დავაცემინე
დაცემინება,Aorist,2nd singular,დააცემინე
დაცემინება,Aorist,3rd singular,დააცემინა
დაცემინება,Aorist,1st plural,დავაცემინეთ
დაცემინება,Aorist,2nd plural,დააცემინეთ
დაცემინება,Aorist,3rd plural,დააცემინეს
ლაპარაკი,Present,1st singular,"&*!.!0!)-"""
ლაპარაკი,Present,2nd singular,"*!.!0!)-"""
ლაპარაკი,Present,3rd singular,"*!.!0!)-""1"
ლაპარაკი,Present,1st plural,"&*!.!0!)-""'"
ლაპარაკი,Present,2nd plural,"*!.!0!)-""'"
ლაპარაკი,Present,3rd plural,"*!.!0!)-""%,"
ლაპარაკი,Aorist,1st singular,&(*!.!0!)%
ლაპარაკი,Aorist,2nd singular,(*!.!0!)%
ლაპარაკი,Aorist,3rd singular,(*!.!0!)!
ლაპარაკი,Aorist,1st plural,&(*!.!0!)%'
ლაპარაკი,Aorist,2nd plural,(*!.!0!)%'
ლაპარაკი,Aorist,3rd plural,(*!.!0!)%1
ლაპარაკი,Present,1st singular,"&%*!.!0!)%""("
ლაპარაკი,Present,2nd singular,"%*!.!0!)%""("
ლაპარაკი,Present,3rd singular,"%*!.!0!)%""!"
ლაპარაკი,Present,1st plural,"&%*!.!0!)%""('"
ლაპარაკი,Present,2nd plural,"%*!.!0!)%""('"
ლაპარაკი,Present,3rd plural,"%*!.!0!)%""(!,"
ლაპარაკი,Aorist,1st singular,&%*!.!0!)%
ლაპარაკი,Aorist,2nd singular,%*!.!0!)%
ლაპარაკი,Aorist,3rd singular,%*!.!0!)!
ლაპარაკი,Aorist,1st plural,&%*!.!0!)%'
ლაპარაკი,Aorist,2nd plural,%*!.!0!)%'
ლაპარაკი,Aorist,3rd plural,"%*!.!0!),%,"
დამარცვლა,Present,1st singular,ვმარცვლავ
დამარცვლა,Present,2nd singular,მარცვლავ
დამარცვლა,Present,3rd singular,მარცვლავს
დამარცვლა,Present,1st plural,ვმარცვლავთ
დამარცვლა,Present,2nd plural,მარცვლავთ
დამარცვლა,Present,3rd plural,მარცვლავენ
დახარჯვა,Present,1st singular,ვხარჯავ
დახარჯვა,Present,2nd singular,ხარჯავ
დახარჯვა,Present,3rd singular,ხარჯავს
დახარჯვა,Present,1st plural,ვხარჯავთ
დახარჯვა,Present,2nd plural,ხარჯავთ
დახარჯვა,Present,3rd plural,ხარჯავენ
დროს გატარება,Present,1st singular,ვატარებ
დროს გატარება,Present,2nd singular,ატარებ
დროს გატარება,Present,3rd singular,ატარებს
დროს გატარება,Present,1st plural,ვატარებთ
დროს გატარება,Present,2nd plural,ატარებთ
დროს გატარება,Present,3rd plural,ატარებენ
გაფუჭება,Present,1st singular,ვფუჭდები
გაფუჭება,Present,2nd singular,ფუჭდები
გაფუჭება,Present,3rd singular,ფუჭდება
გაფუჭება,Present,1st plural,ვფუჭდებით
გაფუჭება,Present,2nd plural,ფუჭდებით
გაფუჭება,Present,3rd plural,ფუჭდებიან
გაფუჭება,Aorist,1st singular,გავფუჭდი
გაფუჭება,Aorist,2nd singular,გაფუჭდი
გაფუჭება,Aorist,3rd singular,გაფუჭდა
გაფუჭება,Aorist,1st plural,გავფუჭდით
გაფუჭება,Aorist,2nd plural,გაფუჭდით
გაფუჭება,Aorist,3rd plural,გაფუჭდნენ
ადგომა,Present,1st singular,ვდგები
ადგომა,Present,2nd singular,დგები
ადგომა,Present,3rd singular,დგება
ადგომა,Present,1st plural,ვდგებით
ადგომა,Present,2nd plural,დგებით
ადგომა,Present,3rd plural,დგებიან
ადგომა,Aorist,1st singular,ავდექი
ადგომა,Aorist,2nd singular,ადექი
ადგომა,Aorist,3rd singular,ადგა
ადგომა,Aorist,1st plural,ავდექით
ადგომა,Aorist,2nd plural,ავდექით
ადგომა,Aorist,3rd plural,ადგნენ
დგომა,Present,1st singular,ვდგავარ
დგომა,Present,2nd singular,დგახარ
დგომა,Present,3rd singular,დგას
დგომა,Present,1st plural,ვდგავართ
დგომა,Present,2nd plural,დგახართ
დგომა,Present,3rd plural,დგანან
დგომა,Aorist,1st singular,ვიდექი
დგომა,Aorist,2nd singular,იდექი
დგომა,Aorist,3rd singular,იდგა
დგომა,Aorist,1st plural,ვიდექით
დგომა,Aorist,2nd plural,იდექით
დგომა,Aorist,3rd plural,იდგნენ
დგომა,Future,1st singular,ვიდგები
დგომა,Future,2nd singular,იდგები
დგომა,Future,3rd singular,იდგება
დგომა,Future,1st plural,ვიდგებით
დგომა,Future,2nd plural,იდგებით
დგომა,Future,3rd plural,იდგებიან
მოპარვა,Present,1st singular,ვიპარავ
მოპარვა,Present,2nd singular,იპარავ
მოპარვა,Present,3rd singular,იპარავს
მოპარვა,Present,1st plural,ვიპარავთ
მოპარვა,Present,2nd plural,იპარავთ
მოპარვა,Present,3rd plural,იპარავენ
გაჩერება,Present,1st singular,ვაჩერებ
გაჩერება,Present,2nd singular,აჩერებ
გაჩერება,Present,3rd singular,აჩერებს
გაჩერება,Present,1st plural,ვაჩერებთ
გაჩერება,Present,2nd plural,აჩერებთ
გაჩერება,Present,3rd plural,აჩერებენ
,Present,1st singular,ვსწავლობ
,Present,2nd singular,სწავლობ
,Present,3rd singular,სწავლობს
,Present,1st plural,ვსწავლობთ
,Present,2nd plural,სწავლობთ
,Present,3rd plural,სწავლობენ
დავარცხნა,Present,1st singular,ვივარცხნი
დავარცხნა,Present,2nd singular,ივარცხნი
დავარცხნა,Present,3rd singular,ივარცხნის
დავარცხნა,Present,1st plural,ვივარცხნით
დავარცხნა,Present,2nd plural,ივარცხნით
დავარცხნა,Present,3rd plural,ივარცხნიან
გამოწერა,Present,1st singular,ვიწერ
გამოწერა,Present,2nd singular,იწერ
გამოწერა,Present,3rd singular,იწერს
გამოწერა,Present,1st plural,ვიწერთ
გამოწერა,Present,2nd plural,იწერთ
გამოწერა,Present,3rd plural,იწერენ
წოვა,Present,1st singular,ვწოვ
წოვა,Present,2nd singular,წოვ
წოვა,Present,3rd singular,წოვს
წოვა,Present,1st plural,ვწოვთ
წოვა,Present,2nd plural,წოვთ
წოვა,Present,3rd plural,წოვენ
წვალება,Present,1st singular,ვწვალობ
წვალება,Present,2nd singular,წვალობ
წვალება,Present,3rd singular,წვალობს
წვალება,Present,1st plural,ვწვალობთ
წვალება,Present,2nd plural,წვალობთ
წვალება,Present,3rd plural,წვალობენ
წვალება,Aorist,1st singular,ვიწვალე
წვალება,Aorist,2nd singular,იწვალე
წვალება,Aorist,3rd singular,იწვალა
წვალება,Aorist,1st plural,ვიწვალეთ
წვალება,Aorist,2nd plural,იწვალეთ
წვალება,Aorist,3rd plural,იწვალეს
ვარაუდი,Present,1st singular,ვვარაუდობ
ვარაუდი,Present,2nd singular,ვარაუდობ
ვარაუდი,Present,3rd singular,ვარაუდობს
ვარაუდი,Present,1st plural,ვვარაუდობთ
ვარაუდი,Present,2nd plural,ვარაუდობთ
ვარაუდი,Present,3rd plural,ვარაუდობენ
ვარაუდი,Aorist,1st singular,ვივარაუდე
ვარაუდი,Aorist,2nd singular,ივარაუდე
ვარაუდი,Aorist,3rd singular,ივარაუდა
ვარაუდი,Aorist,1st plural,ვივარაუდეთ
ვარაუდი,Aorist,2nd plural,ივარაუდეთ
ვარაუდი,Aorist,3rd plural,ივარაუდეს
გაკვირვება,Present,1st singular,+()&(01
გაკვირვება,Present,2nd singular,#()&(01
გაკვირვება,Present,3rd singular,3)&(01
გაკვირვება,Present,1st plural,#&()&(01
გაკვირვება,Present,2nd plural,#()&(0'
გაკვირვება,Present,3rd plural,3)&(0'
გაკვირვება,Aorist,1st singular,#!+()&(0$!
გაკვირვება,Aorist,2nd singular,#!#()&(0$!
გაკვირვება,Aorist,3rd singular,#!3)&(0$!
გაკვირვება,Aorist,1st plural,#!#&()&(0$!
გაკვირვება,Aorist,2nd plural,#!#()&(0$!'
გაკვირვება,Aorist,3rd plural,#!3)&(0$!'
ყლაპვა,Present,1st singular,ვყლაპავ
ყლაპვა,Present,2nd singular,ყლაპავ
ყლაპვა,Present,3rd singular,ყლაპავს
ყლაპვა,Present,1st plural,ვყლაპავთ
ყლაპვა,Present,2nd plural,ყლაპავთ
ყლაპვა,Present,3rd plural,ყლაპავენ
ნძრევა,Present,1st singular,ვანძრევ
ნძრევა,Present,2nd singular,ანძრევ
ნძრევა,Present,3rd singular,ანძრევს
ნძრევა,Present,1st plural,ვანძრევთ
ნძრევა,Present,2nd plural,ანძრევთ
ნძრევა,Present,3rd plural,ანძრევენ
ცურვა,Present,1st singular,ვცურავ
ცურვა,Present,2nd singular,ცურავ
ცურვა,Present,3rd singular,ცურავს
ცურვა,Present,1st plural,ვცურავთ
ცურვა,Present,2nd plural,ცურავთ
ცურვა,Present,3rd plural,ცურავენ
აღება,Present,1st singular,ვიღებ
აღება,Present,2nd singular,იღებ
აღება,Present,3rd singular,იღებს
აღება,Present,1st plural,ვიღებთ
